accident_id,Country,Year,Month,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Population Density
ACC25364,India,2020,March,Street,Clear,269.0111771,1,62,Female,0.017970492,1,Poor,1,0,Minor,3,0,35.24894001,128.2223652,Weather,5,23453.53736,69252.93735,827.1164707
ACC25365,Australia,2020,May,Highway,Snowy,396.4533822,4,95,Male,0.215237864,1,Moderate,0,0,Severe,15,0,55.48383968,933.5484212,Distracted Driving,0,35913.32229,27978.52196,2385.651265
ACC25366,Germany,2020,April,Highway,Foggy,137.0111249,3,54,Male,0.159990672,0,Good,0,0,Minor,14,4,30.24197497,1429.513671,Mechanical Failure,8,11133.37894,77318.88076,4750.350155
ACC25367,Russia,2020,December,Highway,Windy,454.7924982,2,63,Male,0.118477472,1,Poor,2,2,Moderate,5,2,18.84479767,4136.014855,Weather,4,48017.6857,47261.00695,3628.384614
ACC25368,UK,2020,October,Main Road,Snowy,87.07949516,2,67,Female,0.234519016,0,Good,1,0,Moderate,3,2,47.92652698,695.800716,Mechanical Failure,2,46416.26286,13750.3299,1322.516595
ACC25369,Germany,2020,February,Street,Snowy,202.0727604,1,85,Male,0.156617143,0,Moderate,2,2,Minor,13,3,58.34731887,7335.96314,Distracted Driving,0,28929.89003,6263.106219,1169.027783
ACC25370,UK,2020,October,Street,Rainy,338.0126366,1,96,Male,0.165925594,0,Moderate,0,0,Moderate,9,2,38.17977743,2223.167279,Mechanical Failure,1,7115.75779,34104.57839,2009.808561
ACC25371,Canada,2020,August,Street,Snowy,285.9332526,2,95,Male,0.236811436,1,Poor,2,2,Moderate,16,3,29.95877867,1785.400067,Speeding,4,18917.35284,35776.74856,2431.694645
ACC25372,Canada,2020,March,Street,Rainy,163.3737593,1,114,Female,0.094086786,1,Moderate,2,0,Minor,19,4,31.56856921,1229.869568,Distracted Driving,2,10848.67999,96838.52309,1628.577094
ACC25373,Canada,2020,September,Main Road,Rainy,342.156049,3,80,Female,0.049253719,1,Poor,1,0,Minor,8,1,38.29451733,312.368951,Drunk Driving,3,46558.55901,9953.006113,4557.907
ACC25374,China,2020,June,Street,Windy,277.3561216,2,35,Male,0.172183536,0,Poor,1,0,Minor,14,3,29.12754939,4947.805768,Drunk Driving,0,27970.72153,95636.59103,339.3481507
ACC25375,Germany,2020,May,Main Road,Rainy,129.4754215,1,55,Female,0.243897736,0,Poor,2,1,Moderate,19,2,30.86565904,4255.124541,Speeding,3,47395.45472,67446.13762,2637.795192
ACC25376,Russia,2020,December,Main Road,Foggy,244.5597952,1,30,Female,0.024056571,1,Poor,2,2,Moderate,9,2,48.77941118,127.3786288,Distracted Driving,1,49972.6639,47230.2212,4432.265002
ACC25377,Russia,2020,September,Highway,Snowy,214.3746153,3,80,Female,0.141832646,1,Good,0,1,Minor,4,1,10.05837753,9401.190774,Mechanical Failure,1,3812.68378,10170.29984,336.6708328
ACC25378,Canada,2020,October,Street,Foggy,120.3334131,1,54,Female,0.169995477,0,Moderate,2,2,Minor,17,0,15.92021634,3303.761353,Drunk Driving,7,41514.1055,27672.67003,3527.187449
ACC25379,Canada,2020,February,Highway,Snowy,187.3939682,2,49,Male,0.058064836,1,Good,1,1,Moderate,14,2,22.55023474,895.4341527,Mechanical Failure,4,43162.96554,65437.27412,3246.442053
ACC25380,Germany,2020,September,Street,Rainy,416.7285371,4,105,Female,0.066315131,0,Poor,1,0,Moderate,16,3,48.0337793,3462.061729,Weather,6,46496.73746,49924.31142,2042.731341
ACC25381,Brazil,2020,June,Street,Rainy,364.5226078,4,91,Female,0.119543816,1,Poor,2,1,Moderate,10,4,8.708093352,5926.875212,Drunk Driving,4,49964.38686,8873.694109,2395.798168
ACC25382,Brazil,2020,November,Street,Clear,456.4162494,4,81,Male,0.208195089,0,Poor,0,1,Minor,19,4,11.20458354,9146.103678,Mechanical Failure,7,33167.07352,45962.19505,3173.991012
ACC25383,Germany,2020,June,Main Road,Clear,235.9584092,3,47,Male,0.073613031,0,Poor,2,0,Moderate,1,0,33.95497584,5639.266324,Weather,2,41612.33334,55079.07875,3716.006532
ACC25384,India,2020,March,Highway,Snowy,413.1864584,4,46,Female,0.12095325,1,Poor,1,2,Severe,19,4,29.78427261,5948.187638,Weather,7,32173.16817,87588.38289,69.14244636
ACC25385,Germany,2020,February,Highway,Snowy,105.4482812,2,57,Female,0.120410536,1,Moderate,2,1,Severe,4,0,32.53281493,8782.416927,Weather,9,2244.136563,10789.00174,1584.146608
ACC25386,Canada,2020,July,Highway,Windy,494.5313032,2,101,Male,0.232322813,0,Poor,1,1,Severe,0,1,16.83720628,381.4116212,Weather,6,35812.46266,3884.566397,4582.763291
ACC25387,Russia,2020,November,Highway,Rainy,272.1345391,3,77,Male,0.107520723,0,Poor,1,2,Minor,7,1,54.48617414,8356.770808,Drunk Driving,9,37009.97246,52833.03479,1003.101732
ACC25388,China,2020,January,Highway,Windy,281.5562144,2,52,Female,0.06088239,0,Moderate,0,2,Severe,0,1,14.1241204,2180.408227,Drunk Driving,3,32809.33426,72611.83176,4323.241152
ACC25389,USA,2020,June,Main Road,Rainy,335.6866159,3,60,Female,0.005884003,1,Moderate,2,2,Minor,7,2,20.31102867,7083.098245,Weather,6,12208.79289,16476.95382,1246.383787
ACC25390,Canada,2020,September,Street,Snowy,470.8908117,1,80,Male,0.067769795,1,Moderate,2,0,Minor,6,3,48.05969062,8649.730615,Weather,6,36660.6241,14994.05086,3740.198615
ACC25391,UK,2020,June,Highway,Clear,436.842824,1,48,Male,0.021717361,0,Poor,0,2,Minor,12,1,26.76503668,3977.824391,Drunk Driving,4,27931.24009,35806.33416,3021.716053
ACC25392,Brazil,2020,March,Highway,Snowy,243.0216664,3,92,Female,0.059685545,0,Moderate,1,0,Minor,6,4,52.4152735,6292.163654,Speeding,3,4742.305244,44315.80752,2543.50847
ACC25393,Brazil,2020,February,Street,Windy,109.4393047,1,115,Female,0.036789549,0,Moderate,2,0,Severe,5,0,46.53588697,8956.421427,Speeding,9,14275.39362,4246.787216,3222.009546
ACC25394,China,2020,June,Highway,Windy,303.4096033,4,47,Female,0.210333803,1,Moderate,1,1,Moderate,16,1,21.95982258,758.6232334,Weather,1,48543.34099,80341.65385,4465.688783
ACC25395,Russia,2020,July,Main Road,Foggy,259.5427114,3,88,Female,0.021706771,0,Poor,1,1,Moderate,13,4,20.92176874,5980.779893,Drunk Driving,7,41953.28519,22672.0787,1126.156983
ACC25396,UK,2020,August,Street,Snowy,81.58368939,4,118,Female,0.217689958,0,Moderate,2,0,Minor,19,1,7.454657493,8173.263324,Weather,3,34420.25049,24585.05945,3026.355306
ACC25397,India,2020,December,Street,Windy,249.454022,4,41,Male,0.07408368,1,Poor,0,0,Moderate,12,2,25.37395713,1349.113162,Distracted Driving,3,37165.04686,25502.02155,2400.490648
ACC25398,Brazil,2020,August,Street,Rainy,464.4427799,1,35,Female,0.075240632,1,Good,1,1,Minor,15,3,18.80743514,2858.198024,Distracted Driving,4,26732.80444,42973.8992,209.484198
ACC25399,Canada,2020,May,Highway,Snowy,212.3695153,2,58,Male,0.052640424,1,Good,2,0,Moderate,11,2,16.56059842,6058.452548,Drunk Driving,7,26496.48059,13699.65979,2974.533746
ACC25400,Canada,2020,November,Main Road,Windy,393.5837247,1,60,Female,0.214558181,1,Good,1,0,Moderate,5,2,35.34980027,5797.164502,Weather,2,49361.20279,27444.96209,1126.90795
ACC25401,Russia,2020,September,Main Road,Snowy,99.63446485,2,118,Female,0.174018621,0,Moderate,0,2,Severe,10,4,54.70035717,3677.517578,Weather,7,31409.22561,42011.03564,1688.991418
ACC25402,USA,2020,February,Highway,Windy,301.6193086,4,57,Male,0.099642592,0,Moderate,1,0,Severe,14,3,27.496303,9977.361284,Distracted Driving,0,32683.91715,64180.46142,409.6839822
ACC25403,Germany,2020,August,Highway,Windy,141.1114859,4,44,Male,0.141416441,0,Poor,1,2,Severe,13,4,31.89997794,1266.836327,Drunk Driving,5,20872.33151,26932.13136,3250.504787
ACC25404,Japan,2020,November,Street,Snowy,70.20382574,3,103,Female,0.161807183,0,Good,2,1,Minor,17,3,12.49041315,7207.955432,Speeding,6,21851.22637,47542.25102,1497.392398
ACC25405,Japan,2020,May,Highway,Clear,492.0984256,1,41,Male,0.049861604,0,Poor,2,2,Minor,13,4,22.47610495,2129.077278,Weather,9,34988.64137,9772.112062,2537.033963
ACC25406,Brazil,2020,August,Main Road,Windy,69.88961946,4,71,Female,0.216567348,0,Good,2,2,Minor,6,2,28.08302134,6132.182071,Drunk Driving,0,807.9045187,61216.20201,3385.711103
ACC25407,India,2020,September,Street,Windy,193.9677844,3,52,Female,0.085871024,1,Good,1,1,Severe,0,2,15.64051635,3630.021701,Distracted Driving,3,6636.341415,5797.041461,335.2110715
ACC25408,Brazil,2020,January,Main Road,Foggy,182.2338058,3,55,Female,0.187906519,1,Good,0,1,Minor,7,2,47.4596471,1013.022958,Mechanical Failure,7,40537.12905,29714.43017,1059.742568
ACC25409,Japan,2020,September,Street,Rainy,158.8964928,4,30,Female,0.101845705,0,Poor,2,1,Minor,11,0,39.66365485,1085.12967,Speeding,7,9892.562373,47491.43502,520.3100529
ACC25410,Canada,2020,January,Main Road,Windy,303.100632,2,58,Male,0.020855937,0,Good,1,2,Minor,7,3,57.33138536,6596.562408,Speeding,8,11355.90268,19586.99518,3067.454548
ACC25411,China,2020,December,Highway,Windy,118.7508104,1,78,Female,0.139815954,0,Poor,2,1,Minor,4,3,51.94982387,7274.20425,Speeding,8,40090.58283,29878.51879,2525.814756
ACC25412,Germany,2020,November,Main Road,Clear,230.8961301,1,78,Male,0.105776366,1,Good,1,1,Severe,17,1,36.02936469,2748.358181,Drunk Driving,2,34735.16505,42780.02343,2405.078731
ACC25413,Australia,2020,August,Street,Clear,393.6242893,3,115,Male,0.16667841,1,Poor,1,1,Moderate,5,4,32.4831653,5596.605497,Distracted Driving,6,21420.71349,25240.85115,2047.408678
ACC25414,Brazil,2020,June,Main Road,Windy,329.7871973,4,59,Female,0.195715512,0,Poor,0,1,Moderate,11,2,32.66604539,7654.418245,Speeding,2,9634.236218,42759.63106,871.634611
ACC25415,Canada,2020,November,Highway,Snowy,333.5139114,3,41,Male,0.06763967,0,Poor,0,2,Minor,19,4,43.55359193,2729.9113,Distracted Driving,5,19046.32736,31234.85054,1118.422633
ACC25416,Russia,2020,August,Highway,Clear,472.0093537,4,115,Female,0.177073945,1,Moderate,2,0,Moderate,18,3,14.19092017,8438.892869,Mechanical Failure,9,10156.9599,75241.16389,3988.93047
ACC25417,Australia,2020,April,Main Road,Rainy,369.8150497,2,47,Female,0.062612942,1,Moderate,1,1,Minor,17,1,13.29365076,7229.040365,Distracted Driving,2,849.2865686,57681.29832,3759.667522
ACC25418,USA,2020,March,Main Road,Windy,291.2932689,3,117,Female,0.133445747,1,Good,2,0,Moderate,3,4,27.97056843,5537.746812,Drunk Driving,2,33363.45767,21115.3837,3529.965216
ACC25419,Germany,2020,September,Main Road,Windy,134.7506622,4,37,Male,0.146830978,1,Good,1,2,Severe,1,4,47.873829,2878.980115,Speeding,6,42046.83205,51023.71655,4919.718682
ACC25420,UK,2020,June,Street,Windy,99.41666039,4,55,Male,0.111028658,0,Good,1,1,Minor,6,3,6.759068841,195.1780417,Distracted Driving,9,45670.80505,50479.30888,544.7022503
ACC25421,Russia,2020,December,Street,Windy,404.6317439,4,42,Female,0.12686708,1,Poor,1,1,Minor,18,3,51.11637539,2573.716789,Distracted Driving,0,22414.52255,85566.56021,1254.388464
ACC25422,USA,2020,December,Highway,Snowy,347.0124792,1,99,Male,0.246529101,0,Moderate,0,2,Severe,1,0,49.74684728,8625.597017,Weather,7,36944.37278,62242.99673,254.0093176
ACC25423,Canada,2020,January,Highway,Snowy,71.47534201,3,34,Male,0.21710629,1,Good,0,2,Minor,10,1,53.49010991,7415.210428,Drunk Driving,2,11451.478,62930.38224,4311.932738
ACC25424,USA,2020,April,Main Road,Rainy,129.2694865,2,104,Female,0.11355216,1,Moderate,2,0,Moderate,7,3,8.522874755,3277.620966,Distracted Driving,4,32544.63069,62374.71301,4276.107137
ACC25425,USA,2020,December,Street,Foggy,234.4046964,1,67,Female,0.01187733,0,Good,2,2,Moderate,11,0,27.93656638,9315.679945,Drunk Driving,3,42397.0437,90585.50975,215.2086529
ACC25426,Australia,2020,September,Highway,Windy,154.8512362,3,77,Male,0.101520248,0,Poor,1,1,Severe,4,3,35.1008145,5566.226837,Drunk Driving,8,23461.30066,72656.5146,2053.413135
ACC25427,China,2020,January,Street,Snowy,165.0524978,4,49,Female,0.220578096,1,Moderate,1,2,Minor,0,1,6.531878405,8934.481669,Weather,7,5957.790906,72294.44188,2003.359857
ACC25428,India,2020,October,Highway,Rainy,279.1078597,1,68,Male,0.204919583,1,Moderate,0,2,Severe,1,4,14.71355551,204.2221164,Weather,4,10287.37423,47100.18389,1520.113422
ACC25429,Australia,2020,April,Main Road,Snowy,389.2363333,1,64,Female,0.17185247,0,Moderate,0,1,Severe,12,3,38.10939243,3311.404882,Mechanical Failure,5,35593.93629,24107.57158,945.2285683
ACC25430,China,2020,March,Main Road,Windy,187.3263156,2,104,Female,0.198058117,1,Poor,2,0,Severe,9,2,55.32892266,8860.241928,Distracted Driving,6,596.1823941,25803.73814,138.7666414
ACC25431,Japan,2020,October,Main Road,Clear,257.0011338,1,37,Male,0.100758564,1,Poor,1,1,Minor,2,2,48.55882823,756.0715641,Drunk Driving,3,28913.80346,75714.48806,237.1074345
ACC25432,Japan,2020,February,Main Road,Clear,161.5258305,4,44,Female,0.172665483,1,Moderate,2,1,Moderate,8,4,11.72431227,6972.762745,Distracted Driving,1,21976.31969,58792.19182,982.8409128
ACC25433,China,2020,June,Highway,Snowy,389.9990374,1,74,Male,0.054761434,0,Moderate,2,0,Minor,8,4,50.46054225,2323.657285,Speeding,5,21605.03793,44194.20856,4779.857825
ACC25434,Brazil,2020,August,Highway,Clear,309.4039866,2,110,Male,0.187312853,1,Good,0,0,Severe,19,0,22.90132952,8858.554728,Distracted Driving,4,5305.109002,47260.83447,4853.140897
ACC25435,Australia,2020,November,Main Road,Foggy,296.1989251,3,115,Male,0.208906126,1,Good,1,0,Minor,19,0,58.01264297,610.4530393,Drunk Driving,8,4914.189442,47445.67714,518.7360507
ACC25436,Brazil,2020,April,Street,Clear,370.4996965,4,68,Female,0.217152975,0,Moderate,2,2,Moderate,17,2,20.74387172,4271.326742,Weather,8,34227.29653,34497.86924,4552.185903
ACC25437,UK,2020,February,Street,Clear,313.0724332,3,43,Female,0.237564769,1,Poor,1,0,Minor,13,1,41.81332732,6230.93909,Speeding,8,19170.74763,5590.803413,2242.848642
ACC25438,UK,2020,November,Street,Snowy,460.479775,1,96,Male,0.019077318,1,Poor,2,2,Moderate,17,1,36.40731521,1897.245078,Speeding,5,26935.40479,17902.84041,3746.130892
ACC25439,Brazil,2020,July,Main Road,Snowy,160.5386075,4,113,Female,0.093643844,1,Moderate,0,1,Minor,10,4,10.83328749,3461.666911,Speeding,1,20100.2092,43314.74394,4977.375111
ACC25440,Australia,2020,November,Street,Clear,53.71080478,4,66,Female,0.174170369,0,Poor,2,0,Severe,6,0,59.78246031,978.0776688,Mechanical Failure,3,48370.44818,32847.26829,1980.143442
ACC25441,Russia,2020,February,Highway,Rainy,162.6045214,3,59,Male,0.154551591,1,Poor,2,2,Minor,3,4,13.75454717,8061.77407,Weather,4,16891.08242,77738.20764,3944.990088
ACC25442,UK,2020,April,Street,Foggy,349.3075661,3,60,Male,0.14369428,0,Poor,1,2,Severe,5,4,12.66202966,2689.628181,Mechanical Failure,9,45717.02257,66210.50763,2274.264462
ACC25443,India,2020,September,Street,Rainy,298.7235922,3,90,Female,0.032729545,1,Poor,0,0,Minor,8,2,7.380705894,8582.248309,Drunk Driving,0,9028.844518,40507.30719,1982.673233
ACC25444,UK,2020,June,Street,Rainy,174.0998882,4,81,Male,0.024818889,1,Good,1,2,Moderate,6,3,40.18292284,7129.381159,Mechanical Failure,9,19322.78289,51689.00972,1368.865058
ACC25445,Australia,2020,October,Highway,Snowy,90.98813465,2,69,Female,0.137697509,1,Poor,1,2,Severe,13,1,33.44366346,4871.67304,Speeding,3,47383.88792,17180.91645,1701.381671
ACC25446,USA,2020,May,Street,Snowy,280.6104773,4,102,Female,0.047308193,0,Moderate,0,0,Minor,4,3,32.56305744,5867.228796,Mechanical Failure,5,35642.06016,45574.26119,3329.948399
ACC25447,USA,2020,December,Main Road,Rainy,310.7616664,2,38,Male,0.033130737,0,Poor,0,1,Moderate,18,4,34.47095254,4488.510904,Mechanical Failure,2,41803.83335,3477.204102,4120.336881
ACC25448,Japan,2020,January,Highway,Snowy,293.2420409,4,30,Female,0.162789718,1,Good,2,1,Severe,8,1,27.8463373,8546.945474,Speeding,9,44203.63728,81353.47095,2858.793881
ACC25449,Germany,2020,November,Main Road,Foggy,346.7337036,2,74,Male,0.073815578,1,Good,2,2,Minor,18,4,7.242268603,6557.362809,Weather,4,22892.5413,6001.842473,1442.082223
ACC25450,USA,2020,November,Street,Snowy,318.5030839,1,52,Male,0.000452971,0,Good,1,0,Severe,18,0,59.13178706,3766.90911,Distracted Driving,6,11745.1646,32930.64969,1594.00073
ACC25451,Germany,2020,October,Main Road,Clear,68.03074566,1,63,Male,0.188563337,1,Good,2,1,Severe,7,1,11.06949771,7134.908752,Speeding,4,22159.05832,3185.813901,3176.524285
ACC25452,Brazil,2020,March,Highway,Snowy,296.8173591,2,30,Male,0.123851266,1,Good,0,2,Moderate,10,4,55.08403126,8736.313046,Weather,6,28348.77044,91148.40124,3531.32669
ACC25453,Canada,2020,April,Highway,Windy,114.4184692,1,82,Female,0.116180956,0,Poor,2,0,Severe,10,0,39.56171241,7308.598378,Mechanical Failure,8,49596.18614,91009.68003,3338.358623
ACC25454,USA,2020,May,Main Road,Rainy,343.4127796,3,34,Male,0.200749378,0,Moderate,0,2,Minor,17,1,9.127020742,329.7680777,Weather,2,36011.5234,64142.38097,2516.995887
ACC25455,UK,2020,July,Main Road,Snowy,105.3306518,4,78,Female,0.032500607,1,Poor,1,0,Severe,7,2,35.04907719,4241.797433,Mechanical Failure,8,48401.21271,91048.59683,2825.647959
ACC25456,India,2020,March,Highway,Foggy,85.26151211,4,48,Female,0.23536678,1,Good,1,0,Severe,10,1,48.233916,503.3493312,Distracted Driving,5,17477.14189,51188.16633,4673.347636
ACC25457,Canada,2020,July,Street,Clear,433.223747,4,64,Female,0.100750462,0,Good,2,0,Minor,1,4,11.05267151,684.5040432,Speeding,0,1376.736084,29937.42728,4115.356522
ACC25458,China,2020,March,Street,Windy,344.797393,4,107,Female,0.010025905,1,Moderate,1,0,Moderate,1,1,27.09487398,5242.193417,Mechanical Failure,9,12399.47866,18302.86283,668.4552339
ACC25459,USA,2020,December,Highway,Windy,145.8731435,3,99,Female,0.21958081,0,Moderate,0,0,Minor,11,1,17.23875489,1622.297508,Drunk Driving,1,3829.056528,29574.85461,500.3452572
ACC25460,UK,2020,July,Main Road,Windy,170.051973,4,39,Male,0.045927284,0,Moderate,2,2,Severe,5,1,22.08321676,273.4266649,Drunk Driving,4,40011.58852,88959.23904,4767.879117
ACC25461,Japan,2020,April,Main Road,Clear,246.4684542,1,85,Male,0.242632014,1,Poor,0,0,Moderate,4,0,30.7472578,9567.01283,Weather,3,44076.37102,42051.77465,4048.692015
ACC25462,USA,2020,January,Street,Clear,92.94783393,1,44,Male,0.035450199,0,Poor,1,2,Severe,7,3,57.72329866,5916.763563,Speeding,3,46894.85762,43363.41871,1046.985135
ACC25463,Japan,2020,March,Highway,Windy,457.6578809,1,86,Male,0.077064354,0,Poor,0,0,Moderate,3,0,57.8242756,2159.803019,Weather,6,8374.706294,83911.81857,4191.98076
ACC25464,Russia,2020,May,Main Road,Windy,494.2267129,1,35,Male,0.128568283,1,Poor,1,0,Minor,16,0,38.34704174,8136.746681,Drunk Driving,9,9421.554714,3392.941946,3953.927348
ACC25465,Australia,2020,July,Main Road,Snowy,205.4230815,1,53,Female,0.057343555,1,Poor,2,1,Severe,8,2,23.42834841,5627.239711,Distracted Driving,2,31059.3207,81321.85383,1262.094372
ACC25466,India,2020,May,Highway,Rainy,360.9184084,2,114,Male,0.219749525,0,Poor,1,2,Severe,3,1,58.28663161,927.4421262,Mechanical Failure,4,20704.94904,83046.36294,645.6176478
ACC25467,UK,2020,March,Highway,Windy,109.7932322,2,88,Male,0.247253033,0,Moderate,0,0,Moderate,18,2,26.79899326,8911.812857,Weather,0,10831.26286,7531.335011,1425.280362
ACC25468,Germany,2020,January,Main Road,Clear,366.7115533,3,30,Male,0.106619501,1,Poor,2,2,Severe,12,3,59.82760207,1633.487753,Mechanical Failure,6,31155.75404,42128.98499,72.92598972
ACC25469,Germany,2020,June,Main Road,Windy,442.6298059,4,101,Male,0.06721235,0,Poor,2,0,Severe,17,4,35.68525408,6950.275857,Distracted Driving,1,12453.83531,64342.57786,1722.731159
ACC25470,Russia,2020,March,Highway,Clear,380.0297741,3,30,Female,0.056171722,0,Moderate,1,1,Severe,15,0,40.92389731,718.5969119,Distracted Driving,5,2260.301568,69898.62302,2262.818202
ACC25471,China,2020,October,Street,Snowy,398.5239715,4,116,Female,0.107424919,0,Moderate,2,1,Minor,9,0,13.81624658,2157.365707,Speeding,3,17014.6158,15468.95326,677.7220322
ACC25472,Japan,2020,September,Highway,Snowy,84.35693074,1,40,Male,0.161903919,0,Poor,0,0,Minor,18,0,8.764248897,7532.922916,Speeding,8,16157.05207,83676.29564,4546.726827
ACC25473,Germany,2020,April,Highway,Snowy,418.0163202,3,44,Male,0.063736759,0,Poor,1,1,Moderate,5,3,22.81244364,9546.115259,Mechanical Failure,7,17364.91058,63547.48666,1082.052668
ACC25474,China,2020,August,Highway,Windy,58.69613801,2,38,Male,0.182909076,0,Good,1,2,Minor,7,2,47.57932665,2913.284358,Distracted Driving,7,29868.26744,96712.02854,1888.188094
ACC25475,China,2020,October,Highway,Foggy,472.7783873,1,34,Male,0.163900355,1,Moderate,1,0,Moderate,6,1,26.10497723,1555.724462,Speeding,1,16206.25925,44028.4428,4986.049731
ACC25476,Australia,2020,April,Street,Windy,314.6794115,1,44,Female,0.167491883,1,Good,2,1,Severe,0,2,54.87235634,8608.204542,Speeding,9,11512.54008,48833.31776,411.5790537
ACC25477,Australia,2020,July,Street,Foggy,407.1445898,1,115,Male,0.141182374,1,Moderate,2,1,Moderate,13,2,58.35811822,7760.633665,Speeding,4,24382.89342,76596.19747,3511.99583
ACC25478,UK,2020,November,Highway,Windy,480.6149339,1,47,Female,0.184532452,1,Good,0,0,Moderate,19,4,56.3358591,7775.426499,Speeding,2,20216.55463,67423.82396,4514.524221
ACC25479,India,2020,July,Highway,Clear,128.7440014,2,103,Female,0.125520621,0,Moderate,2,1,Severe,1,0,10.80556124,1268.40453,Mechanical Failure,9,19685.52974,41839.85669,2197.727715
ACC25480,USA,2020,September,Street,Windy,199.1097769,3,73,Female,0.108992575,0,Poor,2,2,Moderate,9,4,20.15368028,1428.172446,Mechanical Failure,1,40673.44945,96221.30416,2870.627469
ACC25481,Brazil,2020,February,Street,Clear,144.6375265,3,48,Female,0.011230539,0,Poor,1,1,Minor,19,4,49.77147789,1996.956082,Mechanical Failure,0,27540.87295,52078.11211,2152.553053
ACC25482,China,2020,December,Highway,Foggy,307.8109339,1,60,Female,0.076152075,0,Poor,2,1,Moderate,3,3,11.19069484,9643.565462,Drunk Driving,3,31169.34287,61846.87477,4939.77561
ACC25483,India,2020,November,Main Road,Rainy,356.3677549,2,68,Female,0.161659414,0,Good,2,0,Severe,5,0,29.70628392,369.1750903,Mechanical Failure,5,19677.49045,49996.46442,2208.985242
ACC25484,Canada,2020,August,Street,Windy,63.69056945,3,86,Male,0.204450737,1,Moderate,1,0,Moderate,14,4,21.32538711,7731.953375,Distracted Driving,9,47368.38226,54412.94973,3173.795945
ACC25485,Russia,2020,February,Street,Clear,469.1792434,1,31,Male,0.164263528,0,Good,2,0,Minor,8,0,34.04834069,2524.025272,Distracted Driving,5,19768.1286,89750.9319,551.0228247
ACC25486,UK,2020,December,Highway,Snowy,143.4312124,2,41,Male,0.216987233,0,Moderate,0,0,Moderate,16,1,12.00865924,8533.988254,Weather,1,46970.52426,94668.06236,78.46235555
ACC25487,UK,2020,September,Main Road,Rainy,161.4656673,1,56,Female,0.106556591,1,Good,0,0,Severe,10,2,14.84021147,7689.785072,Weather,8,40056.6657,55330.57885,2900.786681
ACC25488,China,2020,November,Street,Clear,264.954669,1,48,Male,0.149356715,1,Good,0,0,Moderate,16,1,10.60686384,9876.070583,Drunk Driving,9,899.6132746,86826.60532,712.5660006
ACC25489,USA,2020,August,Highway,Snowy,377.9130823,1,31,Female,0.050043117,0,Poor,0,0,Severe,7,4,19.80727923,6861.714677,Distracted Driving,2,39271.38492,60866.8265,1378.461116
ACC25490,India,2020,April,Highway,Windy,468.3295554,4,118,Male,0.008361977,0,Poor,1,1,Moderate,17,2,40.79786688,5532.627634,Speeding,5,36084.39087,57329.34357,4427.961167
ACC25491,UK,2020,January,Street,Windy,466.0536777,3,118,Male,0.025608924,1,Poor,0,1,Minor,6,1,50.05821576,1549.077605,Mechanical Failure,7,19348.55972,47897.60134,4339.276362
ACC25492,Japan,2020,February,Main Road,Snowy,276.0047149,1,61,Male,0.202491558,1,Good,0,1,Minor,19,0,34.49529311,1333.59933,Weather,6,1447.510331,77451.79379,4687.705142
ACC25493,Russia,2020,March,Highway,Windy,458.2655445,4,54,Male,0.115079707,0,Good,0,0,Severe,0,2,41.11378188,3978.825343,Mechanical Failure,5,18061.05409,29881.5293,4454.915059
ACC25494,China,2020,May,Street,Rainy,261.9329402,1,46,Female,0.182280555,0,Poor,2,2,Severe,1,0,37.13784541,2914.063455,Speeding,0,43615.16971,83775.22467,3908.966927
ACC25495,India,2020,September,Street,Snowy,73.46373234,3,62,Male,0.117964083,0,Moderate,2,2,Moderate,2,4,32.76682841,322.684057,Mechanical Failure,6,49133.40369,80792.31223,1591.79338
ACC25496,Brazil,2020,July,Main Road,Rainy,184.7513419,3,81,Female,0.241481239,1,Moderate,0,0,Moderate,10,0,56.14459413,5849.852967,Distracted Driving,6,12947.58659,10293.53021,1454.163126
ACC25497,Australia,2020,February,Highway,Snowy,53.68471557,1,105,Female,0.229346559,1,Good,2,2,Moderate,8,3,32.60869009,3039.312416,Mechanical Failure,4,26366.2095,81284.31152,164.5930816
ACC25498,UK,2020,May,Street,Snowy,430.7410066,2,118,Male,0.248832086,1,Poor,1,1,Minor,17,1,6.498697419,7826.033203,Distracted Driving,3,47495.11353,45263.84086,4079.037139
ACC25499,Germany,2020,December,Street,Windy,303.5379874,1,40,Female,0.111870647,1,Moderate,1,0,Moderate,18,0,56.29623737,9212.989456,Weather,7,34962.52432,51239.74354,2302.894142
ACC25500,China,2020,May,Highway,Clear,443.1298067,3,58,Female,0.186049283,0,Moderate,1,2,Severe,4,2,46.32574828,381.6461835,Speeding,8,49738.05038,98862.80372,1977.26296
ACC25501,Australia,2020,October,Main Road,Clear,105.5048063,2,114,Male,0.205615824,1,Moderate,2,1,Severe,9,1,11.09788709,225.6231166,Drunk Driving,1,41000.2681,44188.24065,2929.77537
ACC25502,Brazil,2020,October,Street,Snowy,421.6693688,2,91,Female,0.1298989,1,Good,1,2,Moderate,7,1,55.49525707,5116.618572,Drunk Driving,5,47384.31805,94045.96652,4669.619215
